Name,Phone,Hours,Rating,Address,URL
DEWS Pro Builders Ltd. (Lumberyard and Hardware Store),+1 268-462-1214,"Saturday, 8 AM to 3 PM; Sunday, 8 AM to 3 PM; Monday, 7 AM to 3 PM; Tuesday, 7 AM to 3 PM; Wednesday, 7 AM to 3 PM; Thursday, 7 AM to 3 PM; Friday, 7 AM to 3 PM. Hide open hours for the week",4.2,"Sir. George Walter Highway AG, Antigua & Barbuda","https://www.google.com/maps/place/DEWS+Pro+Builders+Ltd.+(Lumberyard+and+Hardware+Store)/@17.0655695,-61.8732294,13z/data=!4m11!1m3!2m2!1shardware+stores+in+Antigua+and+Barbuda!6e6!3m6!1s0x8c1293e8296e96a7:0x5943d314591ef7c4!8m2!3d17.1197276!4d-61.815704!15sCiZoYXJkd2FyZSBzdG9yZXMgaW4gQW50aWd1YSBhbmQgQmFyYnVkYVooIiZoYXJkd2FyZSBzdG9yZXMgaW4gYW50aWd1YSBhbmQgYmFyYnVkYZIBG2J1aWxkaW5nX21hdGVyaWFsc19zdXBwbGllcpoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VRMmN6bDVNMVZCRUFF4AEA-gEECAAQMw!16s%2Fg%2F1hf3p4ly_?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Townhouse Megastore,+1 268-481-3200,"Saturday, 9 AM to 5 PM; Sunday, Closed; Monday, 9 AM to 5 PM; Tuesday, 9 AM to 5 PM; Wednesday, 9 AM to 5 PM; Thursday, 9 AM to 2 PM; Friday, 9 AM to 5 PM. Hide open hours for the week",4.2,"Corner of All Saints and, American Road, Antigua & Barbuda","https://www.google.com/maps/place/Townhouse+Megastore/@17.0655695,-61.8732294,13z/data=!4m11!1m3!2m2!1shardware+stores+in+Antigua+and+Barbuda!6e6!3m6!1s0x8c1293ae6719dcff:0x1b9b1e416485e03b!8m2!3d17.1072222!4d-61.8336111!15sCiZoYXJkd2FyZSBzdG9yZXMgaW4gQW50aWd1YSBhbmQgQmFyYnVkYVooIiZoYXJkd2FyZSBzdG9yZXMgaW4gYW50aWd1YSBhbmQgYmFyYnVkYZIBEGRlcGFydG1lbnRfc3RvcmXgAQA!16s%2Fg%2F1tdn544l?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Vint Hardware Store,+1 268-773-8334,"Saturday, 7 AM to 6 PM; Sunday, 7 AM to 5 PM; Monday, 7 AM to 6 PM; Tuesday, 7 AM to 6 PM; Wednesday, 7 AM to 6 PM; Thursday, 7 AM to 6 PM; Friday, 7 AM to 6 PM. Hide open hours for the week",4.5,"Whenner Rd, Antigua & Barbuda","https://www.google.com/maps/place/Vint+Hardware+Store/@17.0655695,-61.8732294,13z/data=!4m11!1m3!2m2!1shardware+stores+in+Antigua+and+Barbuda!6e6!3m6!1s0x8c129384a1b5b573:0x522144e956610964!8m2!3d17.1059218!4d-61.8389208!15sCiZoYXJkd2FyZSBzdG9yZXMgaW4gQW50aWd1YSBhbmQgQmFyYnVkYZIBEWVsZWN0cm9uaWNzX3N0b3Jl4AEA!16s%2Fg%2F11h_bh78jp?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Raymond Chaia Hardware,+1 268-462-0615,"Saturday, 9 AM to 3 PM; Sunday, Closed; Monday, 8:30 AM to 4:30 PM; Tuesday, 8:30 AM to 4:30 PM; Wednesday, 8:30 AM to 4:30 PM; Thursday, 8:30 AM to 4:30 PM; Friday, 8:30 AM to 5 PM. Hide open hours for the week",5,"4594+XM4, Corn Alley, St John's, Antigua & Barbuda","https://www.google.com/maps/place/Raymond+Chaia+Hardware/@17.1198996,-61.9195037,13z/data=!4m11!1m3!2m2!1shardware+stores+in+Antigua+and+Barbuda!6e6!3m6!1s0x8c129396efdcbca9:0x12ffd568c2c5d7d7!8m2!3d17.1198996!4d-61.843286!15sCiZoYXJkd2FyZSBzdG9yZXMgaW4gQW50aWd1YSBhbmQgQmFyYnVkYZIBDmhhcmR3YXJlX3N0b3Jl4AEA!16s%2Fg%2F11h9kqm0xz?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Aisles of Supplies Hardware,+1 268-773-9857,"Saturday, Closed; Sunday, 8 AM to 1 PM; Monday, 8 AM to 5 PM; Tuesday, 8 AM to 5 PM; Wednesday, 8 AM to 5 PM; Thursday, 8 AM to 5 PM; Friday, 8 AM to 4:30 PM. Hide open hours for the week",4.9,"Jennings South Mall, St. Mary's, Antigua & Barbuda","https://www.google.com/maps/place/Aisles+of+Supplies+Hardware/@17.1198996,-61.9195037,13z/data=!4m11!1m3!2m2!1shardware+stores+in+Antigua+and+Barbuda!6e6!3m6!1s0x8c1293503c4dc0f9:0x552a054609155b7f!8m2!3d17.0828637!4d-61.8586734!15sCiZoYXJkd2FyZSBzdG9yZXMgaW4gQW50aWd1YSBhbmQgQmFyYnVkYVooIiZoYXJkd2FyZSBzdG9yZXMgaW4gYW50aWd1YSBhbmQgYmFyYnVkYZIBDmhhcmR3YXJlX3N0b3JlmgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVJLYm5CTU9YbDNSUkFC4AEA-gEECAAQMQ!16s%2Fg%2F11v5s5hhc1?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
AMW Welding & Industrial Supplies Ltd,+1 268-462-4588,"Saturday, 8 AM to 2 PM; Sunday, Closed; Monday, 8 AM to 4:30 PM; Tuesday, 8 AM to 4:30 PM; Wednesday, 8 AM to 4:30 PM; Thursday, 8 AM to 4:30 PM; Friday, 8 AM to 4:30 PM. Hide open hours for the week",4.4,"4576+985, St John's, Antigua & Barbuda","https://www.google.com/maps/place/AMW+Welding+%26+Industrial+Supplies+Ltd/@17.1198996,-61.9195037,13z/data=!4m11!1m3!2m2!1shardware+stores+in+Antigua+and+Barbuda!6e6!3m6!1s0x8c129308fd908879:0xe7aaef107278ec80!8m2!3d17.1133952!4d-61.8391392!15sCiZoYXJkd2FyZSBzdG9yZXMgaW4gQW50aWd1YSBhbmQgQmFyYnVkYVooIiZoYXJkd2FyZSBzdG9yZXMgaW4gYW50aWd1YSBhbmQgYmFyYnVkYZIBDmhhcmR3YXJlX3N0b3JlmgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVJMYm1JMmJ5MUJSUkFC4AEA-gEECDMQNw!16s%2Fg%2F11gp4pwn6n?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
C2C Builders Ltd.,+1 268-562-8340,"Saturday, 8 AM to 3 PM; Sunday, 8 AM to 3 PM; Monday, 7:30 AM to 5 PM; Tuesday, 7:30 AM to 5 PM; Wednesday, 7:30 AM to 5 PM; Thursday, 7:30 AM to 5 PM; Friday, 7:30 AM to 5 PM. Hide open hours for the week",3.4,"34HQ+38P, Valley Rd, Jennings, Antigua & Barbuda","https://www.google.com/maps/place/C2C+Builders+Ltd./@17.1198996,-61.9195037,13z/data=!4m11!1m3!2m2!1shardware+stores+in+Antigua+and+Barbuda!6e6!3m6!1s0x8c1292c0c26943dd:0x2cf2585cfb0beff3!8m2!3d17.0777193!4d-61.8616675!15sCiZoYXJkd2FyZSBzdG9yZXMgaW4gQW50aWd1YSBhbmQgQmFyYnVkYVooIiZoYXJkd2FyZSBzdG9yZXMgaW4gYW50aWd1YSBhbmQgYmFyYnVkYZIBDmhhcmR3YXJlX3N0b3JlmgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVU5xY0hJemFETkJSUkFC4AEA-gEFCIYBEBA!16s%2Fg%2F11f0yg16_6?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Westrading Co Ltd,+1 268-462-9425,"Saturday, 9 AM to 1 PM; Sunday, Closed; Monday, 8 AM to 4 PM; Tuesday, 8 AM to 4 PM; Wednesday, 8 AM to 4 PM; Thursday, 8 AM to 4 PM; Friday, 8 AM to 4 PM. Hide open hours for the week",4.4,"45MP+3JC, Utility Dr, Cassada Gardens, Antigua, and Barbuda, Antigua & Barbuda","https://www.google.com/maps/place/Westrading+Co+Ltd/@17.1198996,-61.9195037,13z/data=!4m11!1m3!2m2!1shardware+stores+in+Antigua+and+Barbuda!6e6!3m6!1s0x8c12939dd28b3471:0xb76c6fab2fc2c54d!8m2!3d17.1326935!4d-61.8134728!15sCiZoYXJkd2FyZSBzdG9yZXMgaW4gQW50aWd1YSBhbmQgQmFyYnVkYVooIiZoYXJkd2FyZSBzdG9yZXMgaW4gYW50aWd1YSBhbmQgYmFyYnVkYZIBEGhvbWVfZ29vZHNfc3RvcmWaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVUXRiamwyYjBOQkVBReABAPoBBAgAECg!16s%2Fg%2F11g18zv2dz?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Europa,+1 268-460-3876,Add hours,3.6,"All Saints Road, Antigua & Barbuda","https://www.google.com/maps/place/Europa/@17.1198996,-61.9195037,13z/data=!4m11!1m3!2m2!1shardware+stores+in+Antigua+and+Barbuda!6e6!3m6!1s0x8c129305a9fb6751:0x6e2b9630eb40ef26!8m2!3d17.0986724!4d-61.8267644!15sCiZoYXJkd2FyZSBzdG9yZXMgaW4gQW50aWd1YSBhbmQgQmFyYnVkYVooIiZoYXJkd2FyZSBzdG9yZXMgaW4gYW50aWd1YSBhbmQgYmFyYnVkYZIBDmhhcmR3YXJlX3N0b3JlmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU15T1RsbWRtVjNFQUXgAQD6AQQIABA7!16s%2Fg%2F11h_607sxr?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Builders Merchant Ltd,+1 268-480-3800,"Saturday, 6:30 AM to 5 PM; Sunday, Closed; Monday, 6:30 AM to 5 PM; Tuesday, 6:30 AM to 5 PM; Wednesday, 6:30 AM to 5 PM; Thursday, 6:30 AM to 5 PM; Friday, 6:30 AM to 5 PM. Hide open hours for the week",3.8,"26X3+2RR, Tyrells Main Rd, Swetes, Antigua & Barbuda","https://www.google.com/maps/place/Builders+Merchant+Ltd/@17.0476208,-61.871706,13z/data=!4m11!1m3!2m2!1shardware+stores+in+Antigua+and+Barbuda!6e6!3m6!1s0x8c12952b07a6f3c9:0x14105dd7bd94c969!8m2!3d17.0476208!4d-61.7954883!15sCiZoYXJkd2FyZSBzdG9yZXMgaW4gQW50aWd1YSBhbmQgQmFyYnVkYVooIiZoYXJkd2FyZSBzdG9yZXMgaW4gYW50aWd1YSBhbmQgYmFyYnVkYZIBDmhhcmR3YXJlX3N0b3JlmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVEyYTNBM2RsVkJFQUXgAQD6AQQIABA2!16s%2Fg%2F11gmg7s39t?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Brysons Woodwork Shop,+1 268-764-3296,"Saturday, 7 AM to 6 PM; Sunday, Closed; Monday, 7 AM to 6 PM; Tuesday, 7 AM to 6 PM; Wednesday, 7 AM to 6 PM; Thursday, 7 AM to 6 PM; Friday, 7 AM to 6 PM. Hide open hours for the week",4.8,"45H6+5C8, St John's, Antigua & Barbuda","https://www.google.com/maps/place/Brysons+Woodwork+Shop/@17.1279179,-61.9151266,13z/data=!4m11!1m3!2m2!1shardware+stores+in+Antigua+and+Barbuda!6e6!3m6!1s0x8c1293ccee7e28cd:0x4a19cfcb77253e9c!8m2!3d17.1279179!4d-61.8389089!15sCiZoYXJkd2FyZSBzdG9yZXMgaW4gQW50aWd1YSBhbmQgQmFyYnVkYZIBGHdvb2R3b3JraW5nX3N1cHBseV9zdG9yZeABAA!16s%2Fg%2F11c52b99s1?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Fadi Building Supplies,,,,,
