Name,Phone,Hours,Rating,Address,URL
Mount Joy Service Station,+1 268-480-2003,"Tuesday, 6 AM to 8 PM; Wednesday, 6 AM to 8 PM; Thursday, 6 AM to 8 PM; Friday, 6 AM to 9 PM; Saturday, 6 AM to 9 PM; Sunday, 6 AM to 8 PM; Monday, 6 AM to 8 PM. Hide open hours for the week",4.1,"36QG+9R4, Pares, Antigua & Barbuda","https://www.google.com/maps/place/Mount+Joy+Service+Station/@17.0883758,-61.8491275,13z/data=!4m11!1m3!2m2!1sgas+station+in+antigua+and+barbuda!6e2!3m6!1s0x8c12948a920634f5:0xc7b08972f3dced6c!8m2!3d17.0883758!4d-61.7729098!15sCiJnYXMgc3RhdGlvbiBpbiBhbnRpZ3VhIGFuZCBiYXJidWRhkgELZ2FzX3N0YXRpb27gAQA!16s%2Fg%2F11dfsz865p?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Dee’s RUBIS,+1 268-562-3652,"Tuesday, Open 24 hours; Wednesday, Open 24 hours; Thursday, Open 24 hours; Friday, Open 24 hours; Saturday, Open 24 hours; Sunday, Open 24 hours; Monday, Open 24 hours. Hide open hours for the week",4.1,"Corner of Old Parham & Sir Sydney Walling Highway AG, Antigua & Barbuda","https://www.google.com/maps/place/Dee%E2%80%99s+RUBIS/@17.0883758,-61.8491275,13z/data=!4m11!1m3!2m2!1sgas+station+in+antigua+and+barbuda!6e2!3m6!1s0x8c1293e8eaa073f5:0xe01b57c5d9dad7bd!8m2!3d17.1262805!4d-61.8131429!15sCiJnYXMgc3RhdGlvbiBpbiBhbnRpZ3VhIGFuZCBiYXJidWRhkgELZ2FzX3N0YXRpb27gAQA!16s%2Fg%2F1tdng934?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Ace RUBIS,+1 268-462-1289,"Tuesday, 7 AM to 9 PM; Wednesday, 7 AM to 9 PM; Thursday, 7 AM to 9 PM; Friday, 7 AM to 9 PM; Saturday, 7 AM to 9 PM; Sunday, 7 AM to 9 PM; Monday, 7 AM to 9 PM. Hide open hours for the week",3.9,"Corner of Sir George Walter & Sir Sydney Walling Highway AG, Antigua & Barbuda","https://www.google.com/maps/place/Ace+RUBIS/@17.1172167,-61.8938863,13z/data=!4m11!1m3!2m2!1sgas+station+in+antigua+and+barbuda!6e2!3m6!1s0x8c1293bffe05ed75:0x34d9d67647cd258!8m2!3d17.1172167!4d-61.8176686!15sCiJnYXMgc3RhdGlvbiBpbiBhbnRpZ3VhIGFuZCBiYXJidWRhkgELZ2FzX3N0YXRpb27gAQA!16s%2Fg%2F1tfb7lw1?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
West Indies Oil - Friars Hill Service Station,+1 268-462-3285,"Tuesday, 8 AM to 9 PM; Wednesday, 8 AM to 9 PM; Thursday, 8 AM to 9 PM; Friday, 8 AM to 9 PM; Saturday, 8 AM to 4:30 PM; Sunday, Closed; Monday, 8 AM to 9 PM. Hide open hours for the week",3.9,"45R7+8H7, Friars Hill Road, St John's, Antigua & Barbuda","https://www.google.com/maps/place/West+Indies+Oil+-+Friars+Hill+Service+Station/@17.1172167,-61.8938863,13z/data=!4m11!1m3!2m2!1sgas+station+in+antigua+and+barbuda!6e2!3m6!1s0x8c1293d5e9a0502f:0x8d2be6661fa20410!8m2!3d17.1407952!4d-61.8360874!15sCiJnYXMgc3RhdGlvbiBpbiBhbnRpZ3VhIGFuZCBiYXJidWRhkgELZ2FzX3N0YXRpb27gAQA!16s%2Fg%2F1tfbjs2n?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Glanvilles Service Station,+1 268-462-4047,"Tuesday, 7 AM to 7:30 PM; Wednesday, 7 AM to 7:30 PM; Thursday, 7 AM to 7:30 PM; Friday, 7 AM to 8 PM; Saturday, 7 AM to 8 PM; Sunday, 7 AM to 7:30 PM; Monday, 7 AM to 7:30 PM. Hide open hours for the week",3.8,"Glanvilles Main Road Glanvilles, Antigua & Barbuda","https://www.google.com/maps/place/Glanvilles+Service+Station/@17.0847317,-61.799558,13z/data=!4m11!1m3!2m2!1sgas+station+in+antigua+and+barbuda!6e2!3m6!1s0x8c12955e5afc6147:0x2e82d9b1c8dc96b7!8m2!3d17.0847317!4d-61.7233403!15sCiJnYXMgc3RhdGlvbiBpbiBhbnRpZ3VhIGFuZCBiYXJidWRhkgELZ2FzX3N0YXRpb27gAQA!16s%2Fg%2F11h7fnphw2?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Charlie’s RUBIS,+1 268-462-2258,"Tuesday, 6:30 AM to 9 PM; Wednesday, 6:30 AM to 9 PM; Thursday, 6:30 AM to 9 PM; Friday, 6:30 AM to 9 PM; Saturday, 6:30 AM to 9 PM; Sunday, 6:30 AM to 9 PM; Monday, 6:30 AM to 9 PM. Hide open hours for the week",3.8,"Sir Sydney Walling Highway AG, Antigua & Barbuda","https://www.google.com/maps/place/Charlie%E2%80%99s+RUBIS/@17.1125226,-61.877634,13z/data=!4m11!1m3!2m2!1sgas+station+in+antigua+and+barbuda!6e2!3m6!1s0x8c12938c8a7b8af5:0x12db857009b7491c!8m2!3d17.1125226!4d-61.8014163!15sCiJnYXMgc3RhdGlvbiBpbiBhbnRpZ3VhIGFuZCBiYXJidWRhkgELZ2FzX3N0YXRpb27gAQA!16s%2Fg%2F1hdz63r1d?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Belle Vue Heights Service Station,+1 268-463-3938,"Tuesday, 6:30 AM to 10 PM; Wednesday, 6:30 AM to 10 PM; Thursday, 6:30 AM to 10 PM; Friday, 6:30 AM to 10 PM; Saturday, 6:30 AM to 10 PM; Sunday, 3 to 9 PM; Monday, 6:30 AM to 10 PM. Hide open hours for the week",3.4,"35VJ+6W9, Potters Village, Antigua & Barbuda","https://www.google.com/maps/place/Belle+Vue+Heights+Service+Station/@17.1125226,-61.877634,13z/data=!4m11!1m3!2m2!1sgas+station+in+antigua+and+barbuda!6e2!3m6!1s0x8c12930b2ced13d5:0x664267fdbc36207f!8m2!3d17.0930486!4d-61.8176507!15sCiJnYXMgc3RhdGlvbiBpbiBhbnRpZ3VhIGFuZCBiYXJidWRhWiQiImdhcyBzdGF0aW9uIGluIGFudGlndWEgYW5kIGJhcmJ1ZGGSAQtnYXNfc3RhdGlvbuABAA!16s%2Fg%2F11g6pw_jpr?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Robinson's RUBIS,+1 268-462-0484,"Tuesday, 6:30 AM to 10:30 PM; Wednesday, 6:30 AM to 10:30 PM; Thursday, 6:30 AM to 10:30 PM; Friday, 6:30 AM to 10:30 PM; Saturday, 6:30 AM to 10:30 PM; Sunday, 6:30 AM to 10:30 PM; Monday, 6:30 AM to 10:30 PM. Hide open hours for the week",4,"All Saints Road, & Independence Dr, St John's, Antigua & Barbuda","https://www.google.com/maps/place/Robinson's+RUBIS/@17.1125226,-61.877634,13z/data=!4m11!1m3!2m2!1sgas+station+in+antigua+and+barbuda!6e2!3m6!1s0x8c129372717e3669:0x82b2df5ff073212!8m2!3d17.1128414!4d-61.8398114!15sCiJnYXMgc3RhdGlvbiBpbiBhbnRpZ3VhIGFuZCBiYXJidWRhkgELZ2FzX3N0YXRpb27gAQA!16s%2Fg%2F11v44hk3y2?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Spencer's Service Station,+1 268-462-2154,"Tuesday, 6 AM to 9 PM; Wednesday, 6 AM to 9 PM; Thursday, 6 AM to 9 PM; Friday, 6 AM to 9 PM; Saturday, 6 AM to 9 PM; Sunday, 6 AM to 9 PM; Monday, 6 AM to 9 PM. Hide open hours for the week",3.8,"4599+9P5, Factory Rd, St John's, Antigua & Barbuda","https://www.google.com/maps/place/Spencer's+Service+Station/@17.1125226,-61.877634,13z/data=!4m11!1m3!2m2!1sgas+station+in+antigua+and+barbuda!6e2!3m6!1s0x8c1293b7ea868ba3:0x85d301de28b69738!8m2!3d17.1183894!4d-61.8306375!15sCiJnYXMgc3RhdGlvbiBpbiBhbnRpZ3VhIGFuZCBiYXJidWRhkgELZ2FzX3N0YXRpb27gAQA!16s%2Fg%2F11cfbqgj_?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Bridge Service Station,+1 268-462-0425,"Tuesday, 6 AM to 7 PM; Wednesday, 6 AM to 7 PM; Thursday, 6 AM to 7:01 PM; Friday, 6 AM to 8 PM; Saturday, 6 AM to 8 PM; Sunday, 6 AM to 5 PM; Monday, 6 AM to 7 PM. Hide open hours for the week",3,"4584+99M, St John's, Antigua & Barbuda","https://www.google.com/maps/place/Bridge+Service+Station/@17.1125226,-61.877634,13z/data=!4m11!1m3!2m2!1sgas+station+in+antigua+and+barbuda!6e2!3m6!1s0x8c12932d8f575165:0x41d17bc2f38dd605!8m2!3d17.1159535!4d-61.8440919!15sCiJnYXMgc3RhdGlvbiBpbiBhbnRpZ3VhIGFuZCBiYXJidWRh4AEA!16s%2Fg%2F11fncj9x8q?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
James Service Station,+1 268-462-2364,Add hours,4.3,"44HX+7M8, St John's, Antigua & Barbuda","https://www.google.com/maps/place/James+Service+Station/@17.1281732,-61.9270265,13z/data=!4m11!1m3!2m2!1sgas+station+in+antigua+and+barbuda!6e2!3m6!1s0x8c1292371855dcf1:0xa26ac870aa83352f!8m2!3d17.1281732!4d-61.8508088!15sCiJnYXMgc3RhdGlvbiBpbiBhbnRpZ3VhIGFuZCBiYXJidWRhkgELZ2FzX3N0YXRpb27gAQA!16s%2Fg%2F11c55wdv0k?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
G&B Service Station,Send to phone,Add hours,4.9,"J5GC+4M3, Codrington, Antigua & Barbuda","https://www.google.com/maps/place/G%26B+Service+Station/@17.62527,-61.9045476,13z/data=!4m11!1m3!2m2!1sgas+station+in+antigua+and+barbuda!6e2!3m6!1s0x8c0d6eeff72c9d31:0xebb5ce58b6be2f97!8m2!3d17.62527!4d-61.8283299!15sCiJnYXMgc3RhdGlvbiBpbiBhbnRpZ3VhIGFuZCBiYXJidWRhkgELZ2FzX3N0YXRpb27gAQA!16s%2Fg%2F11dxrm8hnj?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
English Harbour Gas Station,+1 268-562-7224,"Tuesday, 6:30 to 9:30 AM; Wednesday, 6:30 to 9:30 AM; Thursday, 6:30 to 9:30 AM; Friday, 8 AM to 4 PM; Saturday, 6:30 AM to 9:30 PM; Sunday, 7 AM to 5 PM; Monday, 6:30 to 9:30 AM. Hide open hours for the week",4.1,"266J+XC5, Piccadilly, Antigua & Barbuda","https://www.google.com/maps/place/English+Harbour+Gas+Station/@17.0123943,-61.8451031,13z/data=!4m11!1m3!2m2!1sgas+station+in+antigua+and+barbuda!6e2!3m6!1s0x8c12eb0d6c9f66b3:0xd7467c65ea956096!8m2!3d17.0123943!4d-61.7688854!15sCiJnYXMgc3RhdGlvbiBpbiBhbnRpZ3VhIGFuZCBiYXJidWRhkgELZ2FzX3N0YXRpb27gAQA!16s%2Fg%2F11gclzcbwr?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Rubis Jolly Harbor Fuel Dock,Send to phone,"Tuesday, 8 AM to 5 PM; Wednesday, 8 AM to 5 PM; Thursday, 8 AM to 5 PM; Friday, 8 AM to 5 PM; Saturday, 8 AM to 5 PM; Sunday, 8 AM to 5 PM; Monday, 8 AM to 5 PM. Hide open hours for the week",N/A,"3488+PC8 Marine, Antigua, Jolly Harbour, Antigua & Barbuda","https://www.google.com/maps/place/Rubis+Jolly+Harbor+Fuel+Dock/@17.0668326,-61.9600351,13z/data=!4m11!1m3!2m2!1sgas+station+in+antigua+and+barbuda!6e2!3m6!1s0x8c12930027b4cab7:0x42844f829d5a0bab!8m2!3d17.0668326!4d-61.8838174!15sCiJnYXMgc3RhdGlvbiBpbiBhbnRpZ3VhIGFuZCBiYXJidWRhkgELZ2FzX3N0YXRpb27gAQA!16s%2Fg%2F11yb2bt0j3?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Rubis WI Ltd. Terminal,+1 268-481-2781,"Tuesday, 8 AM to 4 PM; Wednesday, 8 AM to 4 PM; Thursday, 8 AM to 4 PM; Friday, 8 AM to 4 PM; Saturday, Closed; Sunday, Closed; Monday, 8 AM to 4 PM. Hide open hours for the week",N/A,"5626+64 High Point, St. John's, Osbourn, Antigua & Barbuda","https://www.google.com/maps/place/Rubis+WI+Ltd.+Terminal/@17.1505625,-61.8659052,13z/data=!4m11!1m3!2m2!1sgas+station+in+antigua+and+barbuda!6e2!3m6!1s0x8c1297006de408e1:0x222a757b404a5aff!8m2!3d17.1505625!4d-61.7896875!15sCiJnYXMgc3RhdGlvbiBpbiBhbnRpZ3VhIGFuZCBiYXJidWRhkgENZnVlbF9zdXBwbGllcuABAA!16s%2Fg%2F11vry72r50?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
URLINGS FUEL DOCK,+1 268-462-8180,"Tuesday, 6 AM to 5 PM; Wednesday, 6 AM to 5 PM; Thursday, 6 AM to 5 PM; Friday, 6 AM to 5 PM; Saturday, 6 AM to 5 PM; Sunday, 6 AM to 5 PM; Monday, 6 AM to 5 PM. Hide open hours for the week",4.4,"Urlings Village, Antigua & Barbuda","https://www.google.com/maps/place/URLINGS+FUEL+DOCK/@17.024273,-61.9496705,13z/data=!4m11!1m3!2m2!1sgas+station+in+antigua+and+barbuda!6e2!3m6!1s0x8c12eda61f68714b:0xb37ba1abd0748e30!8m2!3d17.024273!4d-61.8734528!15sCiJnYXMgc3RhdGlvbiBpbiBhbnRpZ3VhIGFuZCBiYXJidWRhkgELZ2FzX3N0YXRpb27gAQA!16s%2Fg%2F11f64htzth?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Eastern Caribbean Marina Boatyard,+1 268-462-7764,"Tuesday, 8 AM to 5 PM; Wednesday, 8 AM to 5 PM; Thursday, 8 AM to 5 PM; Friday, 8 AM to 5 PM; Saturday, 8 AM to 5 PM; Sunday, 8 AM to 5 PM; Monday, 8 AM to 5 PM. Hide open hours for the week",5,"3488+PC8, Marine, Antigua, Jolly Harbour, Antigua & Barbuda","https://www.google.com/maps/place/Eastern+Caribbean+Marina+Boatyard/@17.024273,-61.9496705,13z/data=!4m11!1m3!2m2!1sgas+station+in+antigua+and+barbuda!6e2!3m6!1s0x8c1292abba2deee9:0x87176be96be8cb5!8m2!3d17.0667896!4d-61.8839108!15sCiJnYXMgc3RhdGlvbiBpbiBhbnRpZ3VhIGFuZCBiYXJidWRhkgEIc2hpcHlhcmTgAQA!16s%2Fg%2F11c604811k?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
West Indies Oil Company,+1 268-462-0140,Add hours,4.6,"45R6+C6M, St John's, Antigua & Barbuda","https://www.google.com/maps/place/West+Indies+Oil+Company/@17.1410865,-61.9156764,13z/data=!4m11!1m3!2m2!1sgas+station+in+antigua+and+barbuda!6e2!3m6!1s0x8c1293d4e8c8b8eb:0x1f050d91ecf182fe!8m2!3d17.1410865!4d-61.8394587!15sCiJnYXMgc3RhdGlvbiBpbiBhbnRpZ3VhIGFuZCBiYXJidWRhkgEMb2lsX3JlZmluZXJ54AEA!16s%2Fg%2F1tdhg0_6?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Kramm Distributors,+1 268-562-4277,"Tuesday, 8 AM to 4:30 PM; Wednesday, 8 AM to 4:30 PM; Thursday, 8 AM to 4:30 PM; Friday, 8 AM to 4:30 PM; Saturday, Closed; Sunday, Closed; Monday, 8 AM to 4:30 PM. Hide open hours for the week",4.4,"Sir Sydney Walling Hwy, Piggotts, Antigua & Barbuda","https://www.google.com/maps/place/Kramm+Distributors/@17.1410865,-61.9156764,13z/data=!4m11!1m3!2m2!1sgas+station+in+antigua+and+barbuda!6e2!3m6!1s0x8c1293899c551287:0x985d9ba80028339e!8m2!3d17.1076106!4d-61.7957621!15sCiJnYXMgc3RhdGlvbiBpbiBhbnRpZ3VhIGFuZCBiYXJidWRhkgELZ2FzX2NvbXBhbnngAQA!16s%2Fg%2F1td7_3qj?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
GasGo,+1 268-562-0686,"Tuesday, 7 AM to 5 PM; Wednesday, 7 AM to 5 PM; Thursday, 7 AM to 5 PM; Friday, 7 AM to 5 PM; Saturday, 9 AM to 2 PM; Sunday, Closed; Monday, 7 AM to 5 PM. Hide open hours for the week",5,"St John's, Antigua & Barbuda","https://www.google.com/maps/place/GasGo/@17.1410865,-61.9156764,13z/data=!4m11!1m3!2m2!1sgas+station+in+antigua+and+barbuda!6e2!3m6!1s0x8c12938c33e73cf1:0x43a4966e87b3c3b5!8m2!3d17.120534!4d-61.8311285!15sCiJnYXMgc3RhdGlvbiBpbiBhbnRpZ3VhIGFuZCBiYXJidWRhWiQiImdhcyBzdGF0aW9uIGluIGFudGlndWEgYW5kIGJhcmJ1ZGGSARZnYXNfY3lsaW5kZXJzX3N1cHBsaWVy4AEA!16s%2Fg%2F11w9xw8m3j?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
