Name,Phone,Hours,Rating,Address,URL
Five Senses Antigua,+1 268-785-5184,N/A,4.7,"Dockyard Drive, Antigua & Barbuda","https://www.google.com/maps/place/Five+Senses+Antigua/@17.0159478,-61.9214451,12z/data=!4m11!1m3!2m2!1srestaurants+in+Antigua+and+Barbuda!6e5!3m6!1s0x8c12eb9946726a47:0x9f4e7d175fc6c8d6!8m2!3d17.0159478!4d-61.7690098!15sCiJyZXN0YXVyYW50cyBpbiBBbnRpZ3VhIGFuZCBCYXJidWRhWiQiInJlc3RhdXJhbnRzIGluIGFudGlndWEgYW5kIGJhcmJ1ZGGSARRwYW5fYXNpYW5fcmVzdGF1cmFudOABAA!16s%2Fg%2F11l8gtg52k?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
La Brasserie d'Antigua,+1 268-721-9420,"Sunday, 8 AM to 9 PM; Monday, 8 AM to 9 PM; Tuesday, 8 AM to 9 PM; Wednesday, 8 AM to 9 PM; Thursday, Closed; Friday, 8 AM to 9 PM; Saturday, 8 AM to 9 PM. Hide open hours for the week",4.3,"ANTIGUA SLIPWAY, English Harbour, Antigua & Barbuda","https://www.google.com/maps/place/La+Brasserie+d'Antigua/@17.0159478,-61.9214451,12z/data=!4m11!1m3!2m2!1srestaurants+in+Antigua+and+Barbuda!6e5!3m6!1s0x8c12eb0930d316e3:0x4e3c42c83b0b5a4e!8m2!3d17.0070959!4d-61.7629917!15sCiJyZXN0YXVyYW50cyBpbiBBbnRpZ3VhIGFuZCBCYXJidWRhWiQiInJlc3RhdXJhbnRzIGluIGFudGlndWEgYW5kIGJhcmJ1ZGGSARFmcmVuY2hfcmVzdGF1cmFudOABAA!16s%2Fg%2F11f_zc1mkv?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Zelma's Kitchen,Send to phone,Add hours,5,"Dockyard Drive, Antigua & Barbuda","https://www.google.com/maps/place/Zelma's+Kitchen/@17.0159478,-61.9214451,12z/data=!4m11!1m3!2m2!1srestaurants+in+Antigua+and+Barbuda!6e5!3m6!1s0x8c12ebb5e81d7113:0xfec24f10d7092d02!8m2!3d17.0150615!4d-61.7691835!15sCiJyZXN0YXVyYW50cyBpbiBBbnRpZ3VhIGFuZCBCYXJidWRhWiQiInJlc3RhdXJhbnRzIGluIGFudGlndWEgYW5kIGJhcmJ1ZGGSARNiYXJiZWN1ZV9yZXN0YXVyYW50mgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVJvYUU1WFVtOW5SUkFC4AEA-gEFCIICEDU!16s%2Fg%2F11nnr4t84j?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Casa Roots - Beach - Food & Drinks,+1 268-722-2000,"Sunday, 12 to 3 PM; Monday, Closed; Tuesday, Closed; Wednesday, 12 to 9 PM; Thursday, 12 to 9 PM; Friday, 12 to 9 PM; Saturday, 12 to 9 PM. Hide open hours for the week",4.6,"542W+29W, St John's, Antigua & Barbuda","https://www.google.com/maps/place/Casa+Roots+-+Beach+-+Food+%26+Drinks/@17.1501076,-62.0064965,12z/data=!4m11!1m3!2m2!1srestaurants+in+Antigua+and+Barbuda!6e5!3m6!1s0x8c1291cccd35a3c3:0xbe62cdcb06525912!8m2!3d17.1501076!4d-61.8540612!15sCiJyZXN0YXVyYW50cyBpbiBBbnRpZ3VhIGFuZCBCYXJidWRhWiQiInJlc3RhdXJhbnRzIGluIGFudGlndWEgYW5kIGJhcmJ1ZGGSAQpyZXN0YXVyYW504AEA!16s%2Fg%2F11h90ymyn9?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Stella's Ristorante,+1 268-560-6878,"Sunday, Closed; Monday, 5 to 10 PM; Tuesday, 5 to 10 PM; Wednesday, 5 to 10 PM; Thursday, 5 to 10 PM; Friday, 5 to 10 PM; Saturday, Closed. Hide open hours for the week",4.7,"Sunset Ln, St John's, Antigua & Barbuda","https://www.google.com/maps/place/Stella's+Ristorante/@17.1501076,-62.0064965,12z/data=!4m11!1m3!2m2!1srestaurants+in+Antigua+and+Barbuda!6e5!3m6!1s0x8c12919ccc3cab6b:0xe732a03bdd8d366d!8m2!3d17.1547077!4d-61.8445768!15sCiJyZXN0YXVyYW50cyBpbiBBbnRpZ3VhIGFuZCBCYXJidWRhWiQiInJlc3RhdXJhbnRzIGluIGFudGlndWEgYW5kIGJhcmJ1ZGGSAQpyZXN0YXVyYW504AEA!16s%2Fg%2F11b7hd_s73?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Shirley Heights Lookout,+1 268-729-0636,N/A,4.6,"English Harbour, Antigua & Barbuda","https://www.google.com/maps/place/Shirley+Heights+Lookout/@17.0024023,-61.9074267,12z/data=!4m11!1m3!2m2!1srestaurants+in+Antigua+and+Barbuda!6e5!3m6!1s0x8c12eb78f7d8edbd:0x4473b8e184796db5!8m2!3d17.0024023!4d-61.7549914!15sCiJyZXN0YXVyYW50cyBpbiBBbnRpZ3VhIGFuZCBCYXJidWRhWiQiInJlc3RhdXJhbnRzIGluIGFudGlndWEgYW5kIGJhcmJ1ZGGSAQpyZXN0YXVyYW504AEA!16s%2Fg%2F11h2g0yx7y?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Cecilia's High Point Cafe,+1 268-562-7070,N/A,4.5,"Texaco Dock Rd Saint George Antigua, Coolidge, Antigua & Barbuda","https://www.google.com/maps/place/Cecilia's+High+Point+Cafe/@17.1520625,-61.9407478,12z/data=!4m11!1m3!2m2!1srestaurants+in+Antigua+and+Barbuda!6e5!3m6!1s0x8c1296b41efdfa83:0x5cd0c0ebd03ed725!8m2!3d17.1520625!4d-61.7883125!15sCiJyZXN0YXVyYW50cyBpbiBBbnRpZ3VhIGFuZCBCYXJidWRhWiQiInJlc3RhdXJhbnRzIGluIGFudGlndWEgYW5kIGJhcmJ1ZGGSARNlY2xlY3RpY19yZXN0YXVyYW504AEA!16s%2Fg%2F1thfgh2c?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Darkwood Beach Bar and Restaurant,+1 268-462-8240,"Sunday, 9 AM to 7 PM; Monday, 9 AM to 7 PM; Tuesday, 9 AM to 7 PM; Wednesday, 9 AM to 7 PM; Thursday, 9 AM to 7 PM; Friday, 9 AM to 7 PM; Saturday, 9 AM to 7 PM. Hide open hours for the week",4.2,"Valley Rd, Antigua, and Barbuda, Antigua & Barbuda","https://www.google.com/maps/place/Darkwood+Beach+Bar+and+Restaurant/@17.039748,-62.0460723,12z/data=!4m11!1m3!2m2!1srestaurants+in+Antigua+and+Barbuda!6e5!3m6!1s0x8c12f2992d584947:0x14615599d49cfc82!8m2!3d17.039748!4d-61.893637!15sCiJyZXN0YXVyYW50cyBpbiBBbnRpZ3VhIGFuZCBCYXJidWRhWiQiInJlc3RhdXJhbnRzIGluIGFudGlndWEgYW5kIGJhcmJ1ZGGSAQpyZXN0YXVyYW504AEA!16s%2Fg%2F11cmpxtsy3?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Bay House Restaurant & Bar,+1 268-462-1223,"Sunday, 8 AM to 9:30 PM; Monday, 8 AM to 9:30 PM; Tuesday, 8 AM to 9:30 PM; Wednesday, 8 AM to 9:30 PM; Thursday, 8 AM to 9:30 PM; Friday, 8 AM to 9:30 PM; Saturday, 8 AM to 9:30 PM. Hide open hours for the week",4.2,"J. Hadeed St Trade Winds Drive St. John's Antigua, and Barbuda, Antigua & Barbuda","https://www.google.com/maps/place/Bay+House+Restaurant+%26+Bar/@17.156814,-61.994766,12z/data=!4m11!1m3!2m2!1srestaurants+in+Antigua+and+Barbuda!6e5!3m6!1s0x8c12919d98631c71:0xf8e3423b84b62fda!8m2!3d17.156814!4d-61.8423307!15sCiJyZXN0YXVyYW50cyBpbiBBbnRpZ3VhIGFuZCBCYXJidWRhWiQiInJlc3RhdXJhbnRzIGluIGFudGlndWEgYW5kIGJhcmJ1ZGGSARFmYW1pbHlfcmVzdGF1cmFudOABAA!16s%2Fg%2F11gzxtlgf?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Boom Restaurant,+1 268-460-1027,"Sunday, 12 to 6 PM; Monday, 12 to 6 PM; Tuesday, 12 to 6 PM; Wednesday, 12 to 6 PM; Thursday, 12 to 6 PM; Friday, 12 to 6 PM; Saturday, 12 to 6 PM. Hide open hours for the week",4.6,"265M+XMP, Powder House Drive Nelson's Dockyard, English Harbour, English Harbour, Antigua & Barbuda","https://www.google.com/maps/place/Boom+Restaurant/@17.0099677,-61.9182336,12z/data=!4m11!1m3!2m2!1srestaurants+in+Antigua+and+Barbuda!6e5!3m6!1s0x8c12eb4ac536530f:0x42a468d7f705ecda!8m2!3d17.0099677!4d-61.7657983!15sCiJyZXN0YXVyYW50cyBpbiBBbnRpZ3VhIGFuZCBCYXJidWRhWiQiInJlc3RhdXJhbnRzIGluIGFudGlndWEgYW5kIGJhcmJ1ZGGSAQpyZXN0YXVyYW504AEA!16s%2Fg%2F11ff5k4hnz?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Boom Restaurant,+1 268-460-1027,"Sunday, 12 to 6 PM; Monday, 12 to 6 PM; Tuesday, 12 to 6 PM; Wednesday, 12 to 6 PM; Thursday, 12 to 6 PM; Friday, 12 to 6 PM; Saturday, 12 to 6 PM. Hide open hours for the week",4.6,"265M+XMP, Powder House Drive Nelson's Dockyard, English Harbour, English Harbour, Antigua & Barbuda","https://www.google.com/maps/place/Boom+Restaurant/@17.0099677,-61.9182336,12z/data=!4m11!1m3!2m2!1srestaurants+in+Antigua+and+Barbuda!6e5!3m6!1s0x8c12eb4ac536530f:0x42a468d7f705ecda!8m2!3d17.0099677!4d-61.7657983!15sCiJyZXN0YXVyYW50cyBpbiBBbnRpZ3VhIGFuZCBCYXJidWRhWiQiInJlc3RhdXJhbnRzIGluIGFudGlndWEgYW5kIGJhcmJ1ZGGSAQpyZXN0YXVyYW504AEA!16s%2Fg%2F11ff5k4hnz?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Cloggy's,+1 268-460-6910,"Sunday, 10:30 AM to 11 PM; Monday, Closed; Tuesday, Closed; Wednesday, 10:30 AM to 11 PM; Thursday, 10:30 AM to 11 PM; Friday, 10:30 AM to 11 PM; Saturday, 10:30 AM to 11 PM. Hide open hours for the week",4.5,"Catamaran Marina, Falmouth, Antigua & Barbuda","https://www.google.com/maps/place/Cloggy's/@17.0099677,-61.9182336,12z/data=!4m11!1m3!2m2!1srestaurants+in+Antigua+and+Barbuda!6e5!3m6!1s0x8c12eb0d31a7d907:0x7286e62f0b0bd52d!8m2!3d17.0217308!4d-61.7759513!15sCiJyZXN0YXVyYW50cyBpbiBBbnRpZ3VhIGFuZCBCYXJidWRhWiQiInJlc3RhdXJhbnRzIGluIGFudGlndWEgYW5kIGJhcmJ1ZGGSAQpyZXN0YXVyYW504AEA!16s%2Fg%2F11c5_qz27s?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Beachlimerz,+1 268-562-8574,"Sunday, 11 AM to 9 PM; Monday, Closed; Tuesday, 10 AM to 5 PM; Wednesday, 10 AM to 5 PM; Thursday, 10 AM to 5 PM; Friday, 11 AM to 9 PM; Saturday, 11 AM to 9 PM. Hide open hours for the week",4.3,"Fort James Beach, St John's, Antigua & Barbuda","https://www.google.com/maps/place/Beachlimerz/@17.1316644,-62.0159854,12z/data=!4m11!1m3!2m2!1srestaurants+in+Antigua+and+Barbuda!6e5!3m6!1s0x8c12923d8e08c5f3:0xdd846107959d444f!8m2!3d17.1316644!4d-61.8635501!15sCiJyZXN0YXVyYW50cyBpbiBBbnRpZ3VhIGFuZCBCYXJidWRhWiQiInJlc3RhdXJhbnRzIGluIGFudGlndWEgYW5kIGJhcmJ1ZGGSAQpyZXN0YXVyYW504AEA!16s%2Fg%2F11c5qr3k1r?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Ana's On The Beach,+1 268-464-5400,"Sunday, 11 AM to 10 PM; Monday, Closed; Tuesday, 11 AM to 10 PM; Wednesday, 11 AM to 10 PM; Thursday, 11 AM to 10 PM; Friday, 11 AM to 10 PM; Saturday, 11 AM to 10 PM. Hide open hours for the week",3.9,"St John's, Antigua, Antigua & Barbuda","https://www.google.com/maps/place/Ana's+On+The+Beach/@17.1316644,-62.0159854,12z/data=!4m11!1m3!2m2!1srestaurants+in+Antigua+and+Barbuda!6e5!3m6!1s0x8c12919b1d704331:0x69fdcf6e82fc6fed!8m2!3d17.1565424!4d-61.8495995!15sCiJyZXN0YXVyYW50cyBpbiBBbnRpZ3VhIGFuZCBCYXJidWRhWiQiInJlc3RhdXJhbnRzIGluIGFudGlndWEgYW5kIGJhcmJ1ZGGSAQpyZXN0YXVyYW504AEA!16s%2Fg%2F1tdjs5bs?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
"The Nest -Beach Bar, Antigua",+1 268-562-7958,"Sunday, 10 AM to 6 PM; Monday, 10 AM to 6 PM; Tuesday, 10 AM to 6 PM; Wednesday, 10 AM to 6 PM; Thursday, 10 AM to 6 PM; Friday, 10 AM to 6 PM; Saturday, 10 AM to 6 PM. Hide open hours for the week",4.3,"Bolands, Antigua & Barbuda","https://www.google.com/maps/place/The+Nest+-Beach+Bar,+Antigua/@17.1316644,-62.0159854,12z/data=!4m11!1m3!2m2!1srestaurants+in+Antigua+and+Barbuda!6e5!3m6!1s0x8c12f2a99996063d:0xf9677528c085bbfd!8m2!3d17.0579026!4d-61.8901629!15sCiJyZXN0YXVyYW50cyBpbiBBbnRpZ3VhIGFuZCBCYXJidWRhWiQiInJlc3RhdXJhbnRzIGluIGFudGlndWEgYW5kIGJhcmJ1ZGGSAQ1iYXJfYW5kX2dyaWxs4AEA!16s%2Fg%2F1ptwcyqp9?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Garden Grill,+1 268-464-0207,"Sunday, 9 AM to 1 PM; Monday, Closed; Tuesday, 11:30 AM to 3 PM; Wednesday, 11:30 AM to 3 PM; Thursday, 11:30 AM to 3 PM; Friday, 11:30 AM to 3 PM, 6 to 9 PM; Saturday, 11:30 AM to 3 PM. Hide open hours for the week",4.3,"Dutchman's Bay Drive, Antigua & Barbuda","https://www.google.com/maps/place/Garden+Grill/@17.1316644,-62.0159854,12z/data=!4m11!1m3!2m2!1srestaurants+in+Antigua+and+Barbuda!6e5!3m6!1s0x8c1296b5a84a7fa3:0xddc4382215b63db5!8m2!3d17.1540232!4d-61.7910519!15sCiJyZXN0YXVyYW50cyBpbiBBbnRpZ3VhIGFuZCBCYXJidWRhWiQiInJlc3RhdXJhbnRzIGluIGFudGlndWEgYW5kIGJhcmJ1ZGGSAQpyZXN0YXVyYW504AEA!16s%2Fg%2F11c2p98tct?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Ti Lolo,+1 268-784-3774,"Sunday, 12 to 2:30 PM; Monday, 12 to 2:30 PM; Tuesday, Closed; Wednesday, Closed; Thursday, 12 to 2:30 PM; Friday, 12 to 2:30 PM, 6:30 to 8:30 PM; Saturday, 6:30 to 8:30 PM. Hide open hours for the week",4.8,"Dockyard Drive, AG, Antigua & Barbuda","https://www.google.com/maps/place/Ti+Lolo/@17.0101621,-61.9205885,12z/data=!4m11!1m3!2m2!1srestaurants+in+Antigua+and+Barbuda!6e5!3m6!1s0x8c12eb72c22f6f03:0x96f3b374a910034a!8m2!3d17.0101621!4d-61.7681532!15sCiJyZXN0YXVyYW50cyBpbiBBbnRpZ3VhIGFuZCBCYXJidWRhWiQiInJlc3RhdXJhbnRzIGluIGFudGlndWEgYW5kIGJhcmJ1ZGGSAQpyZXN0YXVyYW504AEA!16s%2Fg%2F11fspsp3lm?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Salt Plage,+1 268-462-0806,"Sunday, 7 AM to 11 PM; Monday, 7 AM to 11 PM; Tuesday, 7 AM to 11 PM; Wednesday, 7 AM to 11 PM; Thursday, 7 AM to 11 PM; Friday, 7 AM to 11 PM; Saturday, 7 AM to 11 PM. Hide open hours for the week",4,"St John's, Antigua & Barbuda","https://www.google.com/maps/place/Salt+Plage/@17.1557104,-62.003682,12z/data=!4m11!1m3!2m2!1srestaurants+in+Antigua+and+Barbuda!6e5!3m6!1s0x8c1291047976a1c1:0x1218d41483f8813d!8m2!3d17.1557104!4d-61.8512467!15sCiJyZXN0YXVyYW50cyBpbiBBbnRpZ3VhIGFuZCBCYXJidWRhWiQiInJlc3RhdXJhbnRzIGluIGFudGlndWEgYW5kIGJhcmJ1ZGGSAQpyZXN0YXVyYW504AEA!16s%2Fg%2F11jn_v0d48?entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
